CompACT,HStile,HSGPA,ActionDate,ApplDate,BDt,TotalSAT,Gender,Ethnicity,AcadPlan,zipdisk
15,43,2.86,318,254,10954,870,F,Hispanic,DBUND,58.54436436
15,59,3.293,450,159,10999,0,F,Hispanic,DBIOL-BA,12.61565729
20,0,0,344,344,11227,0,F,Hispanic,DINDE-BS,12.61565729
13,39,3.28,358,201,11272,790,F,African American,DCRJS-BS,0
12,0,0,225,225,10739,0,F,African American,DCDFS-BS,5.009297949
27,0,0,152,152,11310,1340,M,White,DACCT-BBA,361.4227756
14,69,3.965,396,261,11055,0,F,Hispanic,DBUND,58.54436436
19,0,2.96,450,213,11305,0,F,Hispanic,DCRJS-BS,15.9239836
14,0,0,313,313,10890,0,M,African American,DBIOL-BS,227.4072442
23,0,0,151,151,11071,0,F,Asian,DBIOL-BS,34.1995828
21,0,0,166,166,10982,0,M,Hispanic,DCRJS-BS,754.1394822
0,0,0,143,143,11077,0,M,White,DBIOL-BA,34.90196198
0,93,3.418,275,143,10990,1100,F,White,DPSYC-BA,30.81095615
20,0,0,143,143,10731,1030,F,Hispanic,DCDFS-BS,335.1670392
0,0,0,143,143,10983,890,F,Hispanic,DPSYC-BA,12.61565729
0,88,3.66,450,143,11280,1250,F,Hispanic,DACCT-BBA,34.1995828
0,91,3.7,143,143,11081,0,F,Hispanic,DBIOL-BS,395.2724581
0,0,2.82,450,143,11235,960,M,African American,DFINA-BBA,34.0603439
0,72,3.37,396,143,11234,1020,F,Hispanic,DUNDECIDED,30.32475368
0,34,2.83,450,143,11085,1240,F,Hispanic,DPBHLTH-BA,34.1995828
0,0,2.389,450,143,10623,660,F,Hispanic,DCDFS-BS,11.11464643
0,0,0,143,143,11291,0,F,African American,DUNDECIDED,253.9594676
0,0,0,450,143,10693,910,F,African American,DUNDECIDED,15.41027165
0,0,0,143,143,10830,950,M,White,DMATH-BA,2005.29054
0,63,2.93,450,171,11281,940,F,Hispanic,DBIOL-BA,335.1670392
0,0,0,150,150,10929,990,M,Hispanic,DBUND,13.01468087
0,37,3.075,450,298,11058,940,F,African American,DPSYC-BA,81.77392727
0,87,3.74,450,152,10990,1220,F,Hispanic,DMATH-BA,46.82956653
0,0,0,149,149,11279,1040,F,Asian,DBIOL-BS,61.13255796
27,45,3.33,396,148,11211,1280,M,Hispanic,DCSIT-BA,29.46979202
0,73,3.5,450,150,10958,1050,F,Hispanic,DBIOL-BS,34.1995828
0,0,0,299,299,11248,1000,M,African American,DCOMM-BA,16.59289334
0,0,0,198,198,11056,1170,F,Hispanic,DPSYC-BA,889.0704018
19,0,3.74,275,159,11010,1070,F,Hispanic,DCRJS-BS,22.49820842
0,0,0,148,148,10622,0,F,Hispanic,DCDFS-BS,754.1394822
0,0,0,148,148,10764,1100,F,African American,DCRJS-BS,41.6610314
0,53,3.78,148,148,11108,0,F,Hispanic,DCRJS-BS,406.9849549
0,0,0,148,148,11047,890,F,African American,DPSYC-BA,334.7416177
0,0,0,148,148,10966,1130,F,African American,DUNDECIDED,326.7105951
0,0,0,148,148,10992,0,F,Hispanic,DPSYC-BA,748.0561906
0,68,2.885,148,148,10642,0,F,Hispanic,DINDE-BS,11.61455638
0,43,2.54,450,148,11274,1220,M,White,DCOMM-BA,429.4688959
0,0,0,148,148,10923,0,F,Asian,DPSYC-BA,355.8690494
0,0,0,148,148,11206,1140,M,Asian,DFINA-BBA,381.7527173
17,0,0,366,148,10984,1020,F,Hispanic,DBIOL-BA,18.72099996
0,0,0,148,148,11083,1060,F,Hispanic,DBIOL-BS,618.7037331
0,0,0,148,148,11277,1130,M,Hispanic,DGNBU-BBA,332.3032213
0,88,3.65,450,148,11325,1390,F,Asian,DCDFS-BS,26.20209262
0,0,0,148,148,10957,0,M,Hispanic,DACCT-BBA,5.009297949
0,0,0,148,148,11290,0,M,Hispanic,DCRJS-BS,46.55514846
0,0,0,148,148,11313,0,F,Hispanic,DPSYC-BA,30.81095615
28,0,0,148,148,11317,0,F,Asian,DPBHLTH-BA,51.28986185
0,46,3.4,450,148,10941,1220,M,Hispanic,DBIOL-BS,48.4975744
0,0,0,365,148,11045,940,F,Hispanic,DCDFS-BS,386.112239
0,0,0,148,148,11260,0,M,Asian,DCSIT-BA,30.81095615
19,0,0,148,148,11063,0,F,Hispanic,DUNDECIDED,299.0134158
0,70,2.853,450,149,11113,1240,M,White,DINDE-BS,26.20209262
19,0,3.02,275,229,11036,0,M,Hispanic,DFINA-BBA,18.72099996
0,45,3.479,450,151,10999,1130,F,Hispanic,DSOCI-BA,10.94098691
0,48,3.32,450,149,11222,970,F,Hispanic,DBUND,19.48887532
0,0,0,149,149,10959,1250,M,White,DFINA-BBA,39.14591558
0,50,3.53,450,149,11065,1040,M,Asian,DCSIT-BA,44.72764867
0,31,3.59,450,149,11188,1100,F,Hispanic,DHPMGT-BBA,22.53429534
0,0,0,149,149,11021,0,F,African American,DCRJS-BS,311.4248867
0,70,3.3,450,149,11024,940,M,African American,DBUND,58.22170192
0,97,3.36,450,149,11213,860,F,African American,DBIOL-BS,349.1608177
0,48,3.393,450,149,11277,1260,M,Hispanic,DPSYC-BA,0
0,92,3.47,149,149,10961,0,F,Hispanic,DCDFS-BS,26.49675446
16,0,2.74,450,149,10991,0,F,Hispanic,DBIOL-BS,42.51968795
0,27,3.17,302,149,11153,1120,F,Hispanic,DPSYC-BA,34.1995828
0,12,2.57,324,149,10970,970,M,Hispanic,DGNBU-BBA,30.32475368
0,90,3.8,396,149,11204,1260,M,Asian,DCSIT-BA,39.14591558
24,0,0,149,149,11214,0,F,White,DBIOL-BS,923.9625806
0,0,0,149,149,11164,0,F,African American,DBIOL-BA,9.55652232
0,37,2.93,302,149,11152,950,F,Hispanic,DUNDECIDED,39.14591558
0,0,0,149,149,10970,0,F,White,DPBHLTH-BA,726.9922791
0,0,0,149,149,10708,0,M,Hispanic,DUNDECIDED,5.009297949
0,58,2.574,149,149,11314,870,F,African American,DPBHLTH-BS,26.20209262
0,0,0,149,149,10877,960,F,Hispanic,DCRJS-BS,59.98956838
21,54,3.06,450,149,11292,0,F,Hispanic,DBIOL-BA,34.1995828
0,49,3.32,324,149,11310,960,F,Hispanic,DPBHLTH-BS,34.1995828
0,0,2.43,450,149,11253,840,F,Hispanic,DUNDECIDED,13.94873732
0,0,0,149,149,11216,0,M,Hispanic,DBUND,333.1206595
0,0,0,241,241,11000,1020,M,Hispanic,DMATH-BA,748.9436073
18,97,3.65,275,243,11304,950,F,Hispanic,DHROB-BBA,22.60129595
0,0,0,150,150,10789,0,M,Asian,DGNBU-BBA,397.2501449
0,0,0,150,150,11107,0,F,Hispanic,DCDFS-BS,490.0595127
0,0,0,150,150,11010,0,F,Hispanic,DCRJS-BS,754.1394822
0,0,0,150,150,11288,990,F,White,DBIOL-BS,333.837829
0,75,3.73,275,150,11312,1030,F,White,DBIOL-BS,30.81095615
0,0,0,150,150,11067,1010,F,White,DUNDECIDED,37.64995058
0,0,0,150,150,11103,0,F,Hispanic,DINDE-BS,38.36008648
23,0,0,150,150,11139,0,F,Asian,DGNBU-BBA,58.54436436
0,0,0,150,150,11235,0,F,Hispanic,DCRJS-BS,10.95784155
0,0,0,150,150,11183,0,M,Hispanic,DBUND,27.25999507
0,0,0,277,150,10667,1060,F,Hispanic,DBIOL-BS,316.3783956
0,0,0,150,150,11140,0,F,Hispanic,DPOLS-BA,753.8564543
0,67,3.28,396,150,11305,1110,F,Hispanic,DCOMM-BA,41.71461223
0,52,3.04,275,150,11266,990,F,Hispanic,DHPMGT-BBA,39.14591558
0,86,4,450,150,10960,1110,M,African American,DBIOL-BS,23.34947363
0,65,3.45,396,150,10956,1100,F,Hispanic,DCOMM-BA,34.1995828
0,89,3.745,150,150,11060,1190,F,Hispanic,DBUND,30.32475368
0,49,3.1,450,150,11034,1000,M,African American,DFINA-BBA,23.34947363
0,74,3.109,450,150,10896,830,F,Hispanic,DCRJS-BS,46.01228595
0,80,3.35,450,150,10991,1020,M,Hispanic,DCRJS-BS,46.01228595
0,0,0,150,150,11196,980,M,Hispanic,DPSYC-BA,754.1394822
0,0,0,150,150,10975,0,M,Hispanic,DPBHLTH-BA,259.5455803
0,0,0,150,150,10970,0,F,Not Available,DPSYC-BA,881.6398393
0,80,3.27,396,150,11159,820,F,African American,DCRJS-BS,11.11464643
0,0,0,150,150,11385,1000,F,African American,DHSML-BS,11.11464643
0,0,0,150,150,11284,0,M,Asian,DCOMM-BA,13.7111687
14,15,3.169,450,150,11300,800,F,Hispanic,DCRJS-BS,12.61565729
0,0,0,410,150,11278,0,F,Hispanic,DINDE-BS,22.49820842
0,0,0,150,150,11266,0,M,Hispanic,DCRJS-BS,22.49820842
0,39,3.19,359,150,11280,780,M,African American,DBIOL-BS,10.95784155
0,76,3.362,450,150,11291,0,F,Hispanic,DMATH-BA,16.3561459
0,0,0,150,150,10590,0,F,Hispanic,DCRJS-BS,10.94098691
0,0,0,150,150,11256,0,F,African American,DCDFS-BS,5.009297949
0,0,2.71,450,150,11304,990,M,White,DUNDECIDED,58.12652889
0,0,0,150,150,11029,0,M,Hispanic,DPSYC-BA,10.94098691
0,0,0,150,150,11306,0,M,Hispanic,DCSIT-BA,13.94873732
0,0,0,150,150,11094,0,F,African American,DUNDECIDED,281.858761
0,21,2.69,289,150,11127,1060,F,Hispanic,DPSYC-BA,30.32475368
29,24,3.1,450,208,11082,1370,M,African American,DUNDECIDED,10.95784155
17,84,3.61,450,193,11166,1130,F,Hispanic,DBIOL-BS,5.009297949
18,89,3.64,450,198,11066,1040,F,Hispanic,DBUND,12.61565729
0,0,0,151,151,10986,1240,F,Asian,DCDFS-BS,40.965029
0,9,3.8,450,151,11025,1220,M,White,DACCT-BBA,373.8237282
0,0,0,151,151,11136,0,M,Hispanic,DBUND,26.49675446
0,0,0,151,151,11121,1100,F,Asian,DBUND,40.84350933
0,0,0,151,151,11127,0,F,Hispanic,DUNDECIDED,129.5514853
0,0,0,151,151,10975,930,F,White,DCDFS-BS,11.11464643
0,0,0,151,151,10908,0,F,White,DBUND,48.84645998
0,0,2.6,450,151,10964,0,F,Hispanic,DCDFS-BS,22.60129595
0,0,0,409,151,11224,0,F,African American,DBIOL-BS,346.615345
0,0,0,151,151,10940,0,F,Not Available,DGNBU-BBA,743.5283117
0,0,0,396,151,11090,970,M,African American,DCSIT-BA,18.72099996
0,0,0,151,151,11214,0,F,Hispanic,DBIOL-BA,719.392954
18,0,0,151,151,10991,0,F,Hispanic,DBUND,732.8927574
18,11,3.18,450,151,11276,1060,M,Hispanic,DBUND,8.039662853
0,0,2.6,450,151,11039,1050,M,African American,DGNBU-BBA,63.14976375
0,0,0,396,151,11054,1160,F,Hispanic,DBIOL-BS,13.52570037
23,90,3.612,275,151,11081,1150,F,Hispanic,DACCT-BBA,12.61565729
0,74,3.52,151,151,11198,1170,M,Hispanic,DUNDECIDED,16.59289334
17,18,3.37,450,151,10958,860,M,Hispanic,DUNDECIDED,12.61565729
15,64,3.23,450,151,11030,950,F,Hispanic,DCRJS-BS,16.3561459
22,0,3.68,450,151,10991,1150,M,Hispanic,DMATH-BA,13.7111687
0,0,0,151,151,10998,0,M,African American,DCOMM-BA,5.009297949
24,90,3.694,450,151,10962,1280,M,Hispanic,DCOMM-BA,5.009297949
0,58,3.556,450,151,11033,1010,M,Hispanic,DUNDECIDED,8.039662853
20,0,0,396,151,11138,1060,M,Hispanic,DBUND,24.44433641
0,5,3.247,396,151,10983,1100,M,Hispanic,DBIOL-BA,11.11464643
0,19,3.437,450,151,11254,1100,M,Hispanic,DCOMM-BA,9.96010621
0,0,3.08,450,151,11016,1020,M,Hispanic,DUNDECIDED,339.5918287
0,0,0,151,151,11279,0,F,African American,DPBHLTH-BA,198.8887694
18,31,3.35,396,151,10966,1000,M,Hispanic,DCRJS-BS,10.94098691
0,0,0,151,151,10943,0,M,White,DUNDECIDED,52.95196115
0,74,3.51,275,151,11060,1150,F,Hispanic,DACCT-BBA,12.61565729
0,96,3.14,151,151,11302,1210,F,Hispanic,DUNDECIDED,623.8778694
0,0,0,151,151,11061,0,M,Hispanic,DPBHLTH-BA,10.95784155
14,0,0,450,151,11117,860,F,Hispanic,DPSYC-BA,16.3561459
0,0,0,151,151,11252,0,F,Hispanic,DHPMGT-BBA,19.48887532
20,27,3.33,450,151,11303,1000,F,Hispanic,DBIOL-BS,8.039662853
0,0,0,151,151,11079,0,M,Hispanic,DBIOL-BS,12.61565729
0,36,3.631,396,151,11031,920,F,African American,DPSYC-BA,8.039662853
21,30,3.34,396,151,11210,1040,M,Hispanic,DBUND,12.61565729
22,40,3.48,450,151,11249,1110,F,Hispanic,DPSYC-BA,12.61565729
0,6,1.75,372,151,10998,940,M,White,DUNDECIDED,32.96684089
16,84,3.569,450,151,11181,850,F,Hispanic,DPBHLTH-BA,9.96010621
19,18,3.165,450,151,11276,0,F,Hispanic,DPOLS-BA,744.4527235
20,0,0,325,151,11064,1070,F,White,DCRJS-BS,340.4170474
21,0,3.62,450,318,11137,0,M,Hispanic,DCSIT-BA,12.61565729
0,0,0,158,158,11075,1030,F,African American,DPBHLTH-BA,391.9096825
0,0,0,218,218,10997,1050,M,Hispanic,DPSYC-BA,486.7595816
0,74,3.53,450,155,11170,1000,F,African American,DBUND,8.948177454
17,0,2.51,450,163,10993,0,F,African American,DBIOL-BA,5.491657246
0,0,0,201,201,11308,950,F,Asian,DACCT-BBA,22.53429534
0,0,3.15,275,155,11088,1170,M,Hispanic,DACCT-BBA,18.72099996
0,0,0,243,243,11028,0,F,African American,DBIOL-BA,27.25999507
17,0,3.74,450,242,11016,960,F,African American,DBIOL-BS,29.46979202
0,54,3.472,396,162,11068,1290,M,African American,DACCT-BBA,19.48887532
0,0,0,198,198,11006,910,F,African American,DPBHLTH-BA,9.032902135
17,84,3.653,396,152,11019,870,F,African American,DBUND,15.9239836
0,75,3.64,450,152,11214,1010,M,Hispanic,DPOLS-BA,10.95784155
0,0,0,152,152,11013,0,M,Hispanic,DCRJS-BS,894.4820588
0,43,2.723,152,152,11031,0,F,Hispanic,DPBHLTH-BA,26.20209262
18,88,3.46,292,152,10973,1000,F,Hispanic,DCRJS-BS,12.61565729
0,96,3.94,152,152,11117,1330,M,Hispanic,DCSIT-BA,40.34923207
0,0,0,152,152,11069,0,F,White,DFINA-BBA,39.6837166
0,32,3.359,396,152,11095,1150,M,Hispanic,DPBHLTH-BA,20.23281026
0,0,0,152,152,10994,0,F,African American,DBIOL-BS,350.6429717
24,0,2.33,275,152,11301,0,F,Hispanic,DPSYC-BA,26.20209262
0,67,3.06,275,152,10954,1020,F,Hispanic,DPSYC-BA,29.36977079
20,0,0,401,152,11143,0,M,Hispanic,DUNDECIDED,15.41027165
18,0,2.48,450,152,11251,0,M,Hispanic,DCRJS-BS,10.95784155
0,63,3.402,275,152,11085,960,F,Hispanic,DINDE-BS,23.61407614
20,0,0,152,152,11181,1080,M,Hispanic,DBUND,5.009297949
12,0,0,152,152,10763,620,M,Hispanic,DCRJS-BS,23.61407614
21,73,3.46,450,152,11079,1070,M,White,DUNDECIDED,13.94873732
0,72,3.49,152,152,11192,850,F,Hispanic,DPBHLTH-BA,12.61565729
0,44,3.51,450,152,11173,1040,F,African American,DUNDECIDED,9.96010621
0,79,3.48,152,152,11143,1000,F,Hispanic,DCOMM-BA,10.95784155
13,36,3.207,323,152,11194,750,F,Hispanic,DPBHLTH-BA,23.61407614
0,0,0,152,152,10990,0,F,African American,DPSYC-BA,9.55652232
0,0,0,152,152,11232,0,F,Hispanic,DGNBU-BBA,126.876045
0,0,0,152,152,11002,0,F,African American,DPBHLTH-BA,5.491657246
0,0,0,152,152,11222,0,M,African American,DCRJS-BS,321.3711727
0,0,0,152,152,11190,0,F,White,DINDE-BS,239.5910859
0,0,0,152,152,11100,1130,F,White,DBIOL-BA,29.36977079
0,79,3.58,152,152,11069,1020,F,Hispanic,DFINA-BBA,390.5837809
0,0,0,152,152,11449,0,F,Hispanic,DCRJS-BS,753.8564543
0,0,0,152,152,11093,0,F,White,DPSYC-BA,490.0844305
17,63,3.51,450,152,11002,1020,F,Hispanic,DCRJS-BS,8.039662853
0,0,0,152,152,11114,0,F,African American,DCSIT-BA,33.25824532
0,0,0,152,152,11222,1100,M,African American,DUNDECIDED,397.3942432
0,0,0,152,152,11299,0,F,Hispanic,DINDE-BS,12.61565729
15,77,3.3,450,152,10905,0,M,Hispanic,DCRJS-BS,15.41027165
0,0,0,152,152,11275,0,F,African American,DHPMGT-BBA,10.95784155
0,0,0,152,152,10823,0,M,Hispanic,DSOCI-BA,0
0,0,0,152,152,11134,0,M,White,DACCT-BBA,30.81095615
0,0,3,450,152,11123,780,M,Asian,DBUND,26.75111795
18,0,3.53,450,152,11111,1120,F,Hispanic,DGNBU-BBA,13.94873732
0,0,3.58,450,152,10644,900,M,Hispanic,DPBHLTH-BA,34.90196198
0,0,0,152,152,11180,0,F,African American,DPBHLTH-BA,11.11464643
9,30,3.19,152,152,10245,590,M,Hispanic,DCRJS-BS,12.61565729
0,67,3.45,152,152,11160,0,F,Hispanic,DINDE-BS,733.4877955
18,0,3.09,450,152,11065,0,M,Hispanic,DCRJS-BS,15.41027165
0,0,0,396,152,11288,0,F,Hispanic,DBIOL-BA,12.61565729
24,58,3.33,450,213,11136,1100,F,African American,DSOCI-BA,18.90449676
17,0,3.28,450,242,11163,840,F,Asian,DBIOL-BA,23.34947363
16,30,3.18,450,299,11023,1000,M,Hispanic,DCRJS-BS,10.94098691
10,0,0,228,228,11098,750,F,Hispanic,DCRJS-BS,16.0399783
0,0,0,211,211,11134,850,M,African American,DHROB-BBA,290.8070786
23,0,0,240,240,10912,0,M,White,DPOLS-BA,46.27341401
23,0,0,192,192,11062,1140,F,Asian,DUNDECIDED,55.5262415
15,56,3.488,450,163,10603,0,F,African American,DPOLS-BA,13.7111687
0,0,0,450,155,11097,960,F,African American,DBUND,31.20421111
0,0,0,155,155,11130,0,F,African American,DCDFS-BS,11.59583235
0,84,3.23,323,155,11015,1060,F,African American,DBUND,11.11464643
0,80,4.12,313,155,11120,960,F,Hispanic,DBIOL-BA,11.11464643
0,93,3.43,408,155,10960,1200,F,Hispanic,DUNDECIDED,11.11464643
0,93,3.59,155,155,11262,970,F,Hispanic,DBIOL-BS,18.72099996
0,76,3.19,297,155,11243,1180,F,White,DPBHLTH-BA,38.36008648
0,0,0,155,155,11255,0,F,Hispanic,DCDFS-BS,545.9477607
0,93,3.77,155,155,11207,1370,M,Hispanic,DFINA-BBA,30.32475368
0,0,0,155,155,10967,0,M,Hispanic,DBUND,719.392954
0,0,0,155,155,11079,0,F,Hispanic,DPSYC-BA,732.8927574
0,79,3.26,275,155,11142,1100,F,Hispanic,DBIOL-BA,34.0603439
31,0,0,155,155,11096,0,M,Asian,DBIOL-BS,40.965029
0,0,0,155,155,10875,0,M,Hispanic,DCRJS-BS,12.61565729
0,0,0,155,155,11128,0,F,Hispanic,DHPMGT-BBA,5.009297949
0,0,0,155,155,11281,0,F,Hispanic,DACCT-BBA,10.95784155
0,73,3.11,155,155,11304,1020,F,Hispanic,DCOMM-BA,360.7435223
0,0,2.382,282,155,11165,850,F,White,DBUND,40.84350933
0,0,0,155,155,10848,0,F,Hispanic,DCRJS-BS,10.20911205
0,0,0,155,155,10964,0,F,Hispanic,DBIOL-BA,269.3973389
13,0,1.94,263,155,11297,0,M,Hispanic,DUNDECIDED,12.61565729
22,0,0,155,155,11055,0,M,Hispanic,DMATH-BA,720.6604511
0,0,0,155,155,11008,0,F,Hispanic,DCRJS-BS,18.90449676
0,0,0,312,155,11155,0,M,Asian,DPBHLTH-BS,2328.52391
0,35,3.525,396,155,10988,930,F,Hispanic,DCRJS-BS,12.61565729
0,0,0,395,155,11277,0,M,African American,DINDE-BS,11.11464643
0,0,0,155,155,11169,0,F,Hispanic,DBIOL-BA,627.8305897
0,0,0,155,155,10971,0,M,Hispanic,DINDE-BS,23.61407614
0,0,0,155,155,11087,0,F,African American,DBIOL-BS,11.11464643
0,95,3.708,155,155,10949,0,F,African American,DBIOL-BS,348.1659769
0,67,3.408,450,155,11298,980,M,Hispanic,DCRJS-BS,11.61455638
0,0,0,155,155,11294,0,F,Hispanic,DCDFS-BS,341.908158
0,99,3.67,450,155,11098,950,M,Hispanic,DCSIT-BA,11.61455638
0,38,3.26,450,155,10932,790,M,Hispanic,DCRJS-BS,12.61565729
0,0,0,155,155,11289,0,F,Hispanic,DMATH-BA,730.5952362
0,0,0,155,155,11099,0,M,African American,DUNDECIDED,395.0834342
0,0,0,155,155,11194,0,F,Hispanic,DBIOL-BS,733.4877955
0,0,0,155,155,10968,0,M,Hispanic,DGNBU-BBA,364.878568
0,0,0,155,155,10959,1200,M,Hispanic,DCSIT-BA,363.7828128
18,0,2.3,450,155,11067,1010,M,Hispanic,DUNDECIDED,26.39824019
0,0,0,155,155,10746,0,F,African American,DBUND,11.11464643
0,0,0,155,155,11064,0,F,Hispanic,DCRJS-BS,734.5858515
15,0,0,155,155,11214,950,F,African American,DCDFS-BS,10.20911205
0,0,0,155,155,10961,0,M,Hispanic,DUNDECIDED,13.5874111
0,82,3.117,450,155,11100,990,M,African American,DFINA-BBA,11.11464643
0,0,0,418,155,11051,0,F,Asian,DBUND,46.55514846
0,0,3.06,365,155,11074,0,F,African American,DPBHLTH-BA,18.72099996
24,0,3.29,450,155,11218,0,M,African American,DMATH-BA,37.64995058
0,0,0,155,155,11122,0,F,Hispanic,DUNDECIDED,401.6798316
0,68,3,155,155,11106,0,F,Asian,DBIOL-BS,26.20209262
0,0,0,155,155,11142,1040,F,Hispanic,DBIOL-BS,754.1394822
21,0,2.99,450,155,11012,990,F,Hispanic,DBUND,26.39824019
0,12,3.14,365,155,11285,800,M,Hispanic,DUNDECIDED,13.94873732
0,0,0,155,155,10694,0,F,African American,DPBHLTH-BA,194.8669319
0,0,0,155,155,10842,0,F,Hispanic,DCDFS-BS,13.7111687
0,0,0,155,155,11022,0,F,African American,DPSYC-BA,11.11464643
0,0,3.755,358,155,11141,1260,M,Asian,DPOLS-BA,18.72099996
0,50,3.43,450,155,11163,1150,F,African American,DCOMM-BA,368.9030222
0,0,0,155,155,10717,0,F,African American,DCDFS-BS,371.5910906
13,0,0,155,155,11288,0,F,African American,DPBHLTH-BA,349.1608177
0,0,0,155,155,11379,0,M,African American,DCSIT-BA,21.5011663
18,13,2.71,450,155,11242,1010,M,Hispanic,DACCT-BBA,10.95784155
0,0,0,155,155,10890,0,M,Hispanic,DGNBU-BBA,26.49675446
0,0,0,155,155,11059,0,F,African American,DCRJS-BS,16.59289334
0,0,3.16,155,155,11156,1030,F,Hispanic,DPOLS-BA,377.3870376
17,13,3.25,302,155,10818,1020,M,Hispanic,DMATH-BA,12.61565729
0,0,3.67,275,155,11331,1270,F,Asian,DBIOL-BS,27.84769066
0,0,0,155,155,10981,0,F,Hispanic,DCOMM-BA,397.3942432
16,0,2.57,275,163,11173,0,F,Hispanic,DCRJS-BS,10.95784155
16,52,3.65,351,229,11102,950,F,Hispanic,DPSYC-BA,23.61407614
0,0,0,166,166,10985,1330,F,Hispanic,DPBHLTH-BA,17.079558
0,0,0,275,169,11277,1060,F,African American,DBUND,11.11464643
0,0,0,295,295,10876,990,M,African American,DBIOL-BA,141.9607024
0,0,0,184,184,11147,1360,M,Asian,DUNDECIDED,40.80586567
0,0,0,156,156,8372,0,F,African American,DPBHLTH-BA,26.49675446
0,0,0,156,156,10655,0,M,African American,DBUND,357.4518511
0,0,0,156,156,10979,0,F,Asian,DPSYC-BA,43.04744103
15,0,2.1,256,156,11182,0,M,Hispanic,DCOMM-BA,13.94873732
21,0,3.24,275,156,10977,0,M,Hispanic,DMATH-BA,15.41027165
0,0,0,156,156,11072,970,F,African American,DUNDECIDED,1292.096412
0,0,0,156,156,10759,0,F,Hispanic,DCDFS-BS,12.61565729
0,0,0,156,156,10955,0,M,Hispanic,DBUND,12.63051707
0,0,0,156,156,10266,0,M,Hispanic,DCSIT-BA,16.3561459
0,36,2.7,156,156,11220,780,F,African American,DPBHLTH-BS,331.7636165
0,0,0,156,156,10981,1060,F,Hispanic,DPBHLTH-BA,34.86591074
0,0,0,156,156,10793,0,M,Hispanic,DCDFS-BS,295.2959999
0,64,3.24,450,156,10684,2385,F,Hispanic,DINDE-BS,18.90449676
0,0,0,169,169,11046,0,F,Hispanic,DCOMM-BA,13.7111687
20,0,3.54,450,157,11307,970,F,Hispanic,DBUND,13.7111687
0,85,3.63,450,157,10242,970,M,Asian,DCSIT-BA,22.95013916
0,74,3.4,450,157,11136,820,F,Hispanic,DPBHLTH-BA,13.52570037
16,60,3.41,450,157,10900,730,M,Hispanic,DHPMGT-BBA,9.96010621
0,0,0,157,157,11226,0,F,White,DGNBU-BBA,549.7024306
17,0,2.34,450,157,11232,0,F,Hispanic,DPSYC-BA,19.48887532
16,0,2.53,281,157,11143,0,M,Hispanic,DBIOL-BS,14.64597377
0,0,0,157,157,10568,0,M,African American,DCOMM-BA,11.59583235
0,0,0,450,157,11269,980,F,Hispanic,DCRJS-BS,44.17320894
0,0,0,157,157,11057,0,M,African American,DCOMM-BA,9.032902135
0,0,0,157,157,11264,0,M,Hispanic,DCSIT-BA,5.009297949
0,0,0,157,157,11016,0,F,Hispanic,DGNBU-BBA,13.7111687
0,70,3.46,450,157,10689,840,M,Hispanic,DBUND,10.95784155
0,0,0,157,157,11004,0,M,Hispanic,DUNDECIDED,18.72099996
0,0,0,157,157,11307,0,F,Hispanic,DPBHLTH-BS,733.4877955
0,0,0,157,157,11319,860,F,Hispanic,DPBHLTH-BA,753.8564543
0,0,0,157,157,11288,0,F,Hispanic,DHROB-BBA,12.61565729
0,95,3.589,275,157,11143,1070,M,Hispanic,DACCT-BBA,23.61407614
21,4,3.183,355,313,10993,1090,F,African American,DCOMM-BA,16.59289334
0,0,0,211,211,11273,1020,F,Hispanic,DFINA-BBA,24.76618552
0,0,0,169,169,10949,1110,F,Hispanic,DBIOL-BS,437.6884739
13,79,3.42,450,166,10883,820,F,Hispanic,DHPMGT-BBA,10.94098691
0,97,3.82,396,225,11081,1080,M,Hispanic,DCSIT-BA,19.05071384
20,0,0,158,158,11077,0,F,Hispanic,DINDE-BS,63.14976375
0,0,0,158,158,11203,0,M,Asian,DGNBU-BBA,290.1256434
0,53,3.14,450,158,10654,820,F,Hispanic,DBUND,22.95013916
0,25,3.277,158,158,11091,0,F,African American,DPSYC-BA,22.60129595
14,0,2.28,358,158,11291,0,F,Hispanic,DCDFS-BS,22.49820842
0,20,3.17,450,158,11094,960,M,Hispanic,DBUND,25.84730707
0,0,0,158,158,11126,0,F,African American,DACCT-BBA,56.56959986
13,16,3.11,158,158,11058,900,F,Hispanic,DPBHLTH-BA,11.59583235
0,10,3.01,263,158,10875,880,F,African American,DPSYC-BA,10.95784155
0,64,3.489,450,158,10674,850,F,African American,DPBHLTH-BA,13.7111687
18,0,0,158,158,11033,0,M,African American,DGNBU-BBA,387.3772064
21,74,3.9,450,158,11241,1070,F,African American,DBIOL-BS,23.34947363
0,39,2.667,396,158,11270,870,F,African American,DPSYC-BA,22.60129595
20,0,0,410,158,11108,1120,F,Hispanic,DINDE-BS,13.7111687
27,94,3.77,158,158,11101,1110,F,Hispanic,DCOMM-BA,18.72099996
0,0,0,214,214,11258,0,F,Hispanic,DBIOL-BS,5.009297949
18,0,0,365,365,11280,940,M,African American,DPSYC-BA,13.7111687
0,0,0,255,255,11137,0,F,African American,DCRJS-BS,126.876045
0,0,0,159,159,11029,0,M,Hispanic,DCRJS-BS,13.7111687
0,0,0,159,159,10911,0,F,Hispanic,DBIOL-BS,352.6783088
10,27,3.22,450,159,11166,830,F,Hispanic,DCDFS-BS,10.95784155
