CompACT,HStile,HSGPA,ActionDate,ApplDate,BDt,TotalSAT,Gender,Ethnicity,AcadPlan,zipdisk
0,79,3.55,450,131,10057,930,F,Asian,DMATH-BA,22.95013916
0,0,0,131,131,10271,0,F,Hispanic,DHSML-BS,10.95784155
0,0,0,131,131,11298,0,M,African American,DACCT-BBA,5.009297949
0,0,0,131,131,11117,0,F,Hispanic,DPOLS-BA,748.9436073
0,0,0,131,131,11096,770,M,Hispanic,DPBHLTH-BA,753.8564543
0,0,0,131,131,11092,0,F,African American,DPSYC-BA,351.791491
15,67,3.461,450,131,11269,970,F,Hispanic,DBUND,10.94098691
0,82,3.23,275,158,10974,1050,M,Hispanic,DUNDECIDED,18.72099996
21,0,2.97,450,226,11084,1060,M,Hispanic,DBUND,10.95784155
0,0,3.39,410,134,11138,1250,F,Hispanic,DACCT-BBA,28.97696974
12,0,1.73,351,134,10961,0,F,Hispanic,DPSYC-BA,46.01228595
0,48,3.221,396,134,11119,1180,M,Hispanic,DBUND,16.0399783
0,0,0,134,134,11390,970,F,African American,DPBHLTH-BA,352.6783088
0,53,3.303,134,134,11256,960,F,Hispanic,DGNBU-BBA,2049.034947
0,0,0,134,134,11207,0,F,Hispanic,DCSIT-BA,393.6424295
0,0,0,134,134,10834,0,F,Hispanic,DCDFS-BS,269.2377547
0,0,0,134,134,11307,0,M,Hispanic,DGNBU-BBA,18.90449676
0,0,0,134,134,11267,1040,M,Hispanic,DGNBU-BBA,18.72099996
0,11,2.95,368,134,11233,820,M,Hispanic,DCOMM-BA,5.009297949
17,0,0,134,134,10805,980,F,African American,DPBHLTH-BA,192.4577065
0,19,2.12,134,134,10963,0,M,Hispanic,DCRJS-BS,754.1394822
0,26,3.14,288,134,11356,1110,F,African American,DPBHLTH-BS,8.948177454
19,76,3.44,134,134,11069,960,M,Hispanic,DBIOL-BS,12.61565729
0,0,0,134,134,10954,770,M,African American,DCOMM-BA,17.079558
0,0,0,134,134,11144,1070,F,Hispanic,DPBHLTH-BS,363.7828128
0,0,0,134,134,10686,0,M,Hispanic,DGNBU-BBA,36.62866032
0,14,3.148,450,134,11242,1060,M,African American,DCSIT-BA,11.11464643
13,0,2.58,261,134,10983,0,M,Hispanic,DCRJS-BS,10.95784155
0,0,0,134,134,10928,0,M,Hispanic,DCOMM-BA,336.5178234
0,0,2.91,302,134,11088,830,F,Hispanic,DPBHLTH-BA,17.45132952
0,79,3.56,450,134,11279,0,F,African American,DPOLS-BA,8.948177454
0,94,3.64,396,134,11265,1080,F,African American,DCRJS-BS,11.11464643
0,54,3.392,275,134,11160,920,F,African American,DPBHLTH-BA,13.52570037
0,0,0,134,134,10870,0,F,Hispanic,DCRJS-BS,12.61565729
0,34,2.633,134,134,11072,0,F,Hispanic,DCDFS-BS,19.05071384
0,0,0,134,134,11070,0,M,Asian,DCSIT-BA,23.34947363
16,0,2.28,302,134,11296,0,M,Hispanic,DUNDECIDED,46.79105378
0,0,0,134,134,11285,1040,F,Asian,DBIOL-BS,261.3151557
0,0,2.38,450,134,10909,910,F,African American,DBIOL-BA,342.7138116
17,0,0,134,134,10977,880,F,Hispanic,DCRJS-BS,72.6848147
0,0,3.6,450,134,11285,980,M,Hispanic,DPBHLTH-BA,734.1810745
0,0,0,134,134,11237,0,F,African American,DBIOL-BS,682.7157992
0,0,0,134,134,10610,0,M,Hawaiian/Pac Islnd,DCRJS-BS,193.6852382
0,0,0,134,134,11278,1160,F,White,DBUND,347.7727744
0,0,0,134,134,11113,0,F,White,DCRJS-BS,35.32540947
0,92,3.63,134,134,11040,1200,F,Asian,DBIOL-BS,34.90196198
0,42,3.816,450,134,11216,1290,F,White,DBIOL-BS,1506.118514
26,0,0,134,134,11215,0,M,Hispanic,DPBHLTH-BA,28.67333006
0,0,0,134,134,11117,1400,F,Asian,DCOMM-BA,46.55514846
24,0,0,134,134,11162,1180,M,Hispanic,DBIOL-BS,44.72764867
0,94,3.71,450,152,10962,1010,F,Hispanic,DCOMM-BA,46.82956653
14,54,3.393,309,171,11181,850,F,Hispanic,DCDFS-BS,15.41027165
0,59,3.406,450,222,10971,940,M,Hispanic,DCOMM-BA,10.95784155
0,82,3.5,273,137,11207,1070,F,Hispanic,DBIOL-BA,34.1995828
20,0,0,135,135,11088,0,M,White,DCOMM-BA,132.0082617
19,0,0,135,135,11071,1140,M,Hispanic,DMATH-BA,22.53429534
23,38,3.173,450,135,11089,0,M,White,DCRJS-BS,338.4263616
0,0,0,135,135,11056,0,M,African American,DMATH-BA,334.7416177
0,52,3.29,359,135,11250,760,F,African American,DGNBU-BBA,0
26,94,3.634,450,135,11189,1300,M,Asian,DBIOL-BS,38.36008648
0,0,0,135,135,10624,0,M,Not Available,DGNBU-BBA,10.95784155
19,0,2.59,275,135,10958,0,F,Hispanic,DUNDECIDED,12.61565729
18,0,0,135,135,11255,1000,F,Hispanic,DBUND,414.0038448
0,0,0,135,135,10769,0,M,Hispanic,DACCT-BBA,19.48887532
0,79,3.52,450,135,11011,1030,F,Hispanic,DPOLS-BA,30.32475368
0,0,2.21,450,135,11099,930,M,Hispanic,DACCT-BBA,19.48887532
0,95,3.54,275,135,11131,930,F,Hispanic,DCRJS-BS,42.51968795
0,0,2.14,355,135,11159,860,F,Hispanic,DPBHLTH-BA,17.45132952
0,82,3.47,450,135,11220,910,F,African American,DFINA-BBA,0
14,61,3.549,450,135,11023,820,F,Hispanic,DPBHLTH-BA,13.7111687
0,0,0,135,135,11102,1010,F,Hispanic,DBIOL-BS,902.2562012
22,74,3.17,450,135,11139,0,M,Hispanic,DCRJS-BS,0
11,45,3.33,135,135,11003,1040,F,Hispanic,DCDFS-BS,10.95784155
0,0,0,135,135,11220,0,M,Hispanic,DGNBU-BBA,16.0399783
0,0,0,135,135,11275,0,F,Hispanic,DUNDECIDED,13.7111687
0,0,0,135,135,10970,0,F,Hispanic,DGNBU-BBA,15.9239836
18,0,3.22,450,135,11095,0,F,Hispanic,DHSML-BS,13.94873732
22,0,3.31,450,135,10989,0,M,Hispanic,DCOMM-BA,15.41027165
0,0,2.66,135,135,11132,0,F,Hispanic,DBUND,715.2478169
0,0,0,135,135,11016,0,F,African American,DHPMGT-BBA,16.59289334
0,0,0,135,135,11001,0,F,African American,DHPMGT-BBA,20.23281026
0,0,0,135,135,11025,0,F,Hispanic,DPBHLTH-BA,19.48887532
0,71,3.49,450,135,10984,990,F,Hispanic,DGNBU-BBA,397.9152834
12,0,2.49,135,135,10954,0,M,Hispanic,DBUND,15.41027165
0,1,3.148,320,135,10832,700,F,African American,DPBHLTH-BA,0
0,0,3.13,450,135,11084,1050,F,Hispanic,DGNBU-BBA,13.7111687
18,0,2.97,450,135,11280,0,F,Hispanic,DPBHLTH-BA,14.64597377
20,0,3.46,450,135,11276,0,M,Hispanic,DCRJS-BS,13.7111687
0,0,0,135,135,11291,0,M,Hispanic,DACCT-BBA,15.9239836
0,0,0,135,135,11074,0,F,Hispanic,DCRJS-BS,13.7111687
0,0,0,135,135,10752,0,M,Hispanic,DCSIT-BA,13.7111687
0,0,0,135,135,11016,0,F,Hispanic,DCRJS-BS,8.039662853
0,82,3.685,450,135,11204,0,M,Hispanic,DINDE-BS,30.00625461
0,0,0,409,135,10926,0,F,Hispanic,DINDE-BS,724.8510498
18,0,2.5,450,135,11118,0,M,Hispanic,DUNDECIDED,15.41027165
0,0,0,135,135,11128,0,M,Hispanic,DCRJS-BS,10.95784155
0,0,0,135,135,11130,0,M,Hispanic,DPBHLTH-BA,8.039662853
0,0,0,135,135,10930,0,F,Hispanic,DCRJS-BS,13.7111687
0,0,0,135,135,11037,0,F,African American,DCDFS-BS,13.7111687
0,0,0,135,135,10990,0,M,Hispanic,DMATH-BA,10.95784155
20,0,3.26,450,135,11215,1050,M,Hispanic,DGNBU-BBA,26.49675446
0,0,0,135,135,11227,0,F,Hispanic,DCDFS-BS,30.32475368
0,0,0,135,135,11074,0,F,Hispanic,DPBHLTH-BA,11.59583235
0,0,0,135,135,11088,0,F,Hispanic,DCDFS-BS,12.61565729
0,0,0,135,135,10937,0,M,Hispanic,DMATH-BA,13.7111687
0,0,0,135,135,11035,0,F,African American,DCDFS-BS,13.7111687
0,0,0,135,135,11311,0,F,Not Available,DBIOL-BS,6.070851259
16,92,3.52,450,135,11011,0,F,Hispanic,DPSYC-BA,734.5984484
0,0,0,450,135,11110,920,F,Hispanic,DCDFS-BS,10.94098691
0,0,0,135,135,11053,0,M,Hispanic,DBUND,9.032902135
20,9,3.231,407,163,11052,900,M,African American,DPSYC-BA,8.039662853
17,0,3.02,450,198,11311,0,F,Hispanic,DPBHLTH-BS,22.49820842
0,0,0,326,326,11301,1050,F,African American,DCOMM-BA,11.11464643
15,74,3.391,450,334,11307,0,M,Hispanic,DACCT-BBA,8.948177454
16,0,2.72,393,138,11274,880,M,Hispanic,DGNBU-BBA,31.20421111
18,0,0,288,288,11460,0,M,Asian,DCSIT-BA,34.90196198
24,34,2.85,450,184,11052,0,F,Asian,DBIOL-BA,58.54436436
18,0,0,136,136,11157,950,F,African American,DCRJS-BS,168.056016
0,84,3.387,450,136,11046,1180,M,African American,DGNBU-BBA,371.5910906
0,0,0,136,136,10683,0,F,Hispanic,DPBHLTH-BA,10.95784155
0,0,0,136,136,11126,1090,M,African American,DPBHLTH-BS,19.05071384
11,0,2.13,288,136,10978,0,F,Hispanic,DBIOL-BS,12.61565729
0,0,0,136,136,11197,0,F,Hispanic,DBIOL-BS,906.0106168
0,96,3.95,136,136,11631,900,F,African American,DBIOL-BS,351.791491
0,0,0,136,136,10989,0,F,Hispanic,DCDFS-BS,6.070851259
23,0,3.57,450,136,11282,0,F,Hispanic,DMATH-BA,17.45132952
17,74,2.53,275,136,11027,0,M,Hispanic,DCOMM-BA,13.6362571
18,0,2.69,450,136,11278,980,M,Hispanic,DUNDECIDED,29.7106165
0,37,2.96,450,136,11221,1020,M,Hispanic,DCRJS-BS,341.5850414
0,74,2.44,450,136,11018,890,M,Not Available,DINDE-BS,13.7111687
16,38,2.888,136,136,11069,900,F,Asian,DGNBU-BBA,39.14591558
0,0,0,136,136,11286,0,F,African American,DHSML-BS,26.20209262
0,58,3.26,450,136,11118,990,M,African American,DBIOL-BA,0
0,0,0,136,136,11190,0,M,African American,DBIOL-BA,6.070851259
0,0,0,136,136,11025,0,F,Hispanic,DCOMM-BA,19.48887532
0,0,0,136,136,11025,0,F,Hispanic,DCDFS-BS,13.7111687
0,0,0,136,136,10704,0,F,African American,DPBHLTH-BA,19.48887532
12,16,3.22,136,136,10909,700,F,Hispanic,DBUND,13.7111687
0,0,0,136,136,10997,0,M,Hispanic,DCOMM-BA,13.94873732
0,0,0,136,136,10848,0,M,Hispanic,DCSIT-BA,13.7111687
0,0,0,136,136,11200,0,M,Hispanic,DUNDECIDED,19.48887532
0,0,0,136,136,11136,0,F,Hispanic,DCOMM-BA,8.039662853
21,0,3.81,288,136,11025,1090,F,Hispanic,DPSYC-BA,13.7111687
0,0,0,136,136,10948,0,F,Hispanic,DPSYC-BA,19.48887532
20,0,3.04,450,136,11004,0,M,Hispanic,DCRJS-BS,22.60129595
0,0,0,136,136,11156,0,M,Hispanic,DPBHLTH-BS,396.2855472
0,0,0,136,136,11071,0,M,Hispanic,DACCT-BBA,13.7111687
17,0,2.92,275,136,10972,900,M,Hispanic,DCRJS-BS,10.20911205
0,0,2.85,365,136,11641,810,F,Hispanic,DCDFS-BS,21.19063763
0,57,3.325,450,136,11275,690,F,Hispanic,DCDFS-BS,13.7111687
0,0,0,136,136,11138,0,F,Hispanic,DPBHLTH-BA,13.7111687
26,82,3.43,136,136,11250,1160,F,White,DCRJS-BS,1497.474439
0,74,2.91,450,136,11177,1070,M,Hispanic,DBUND,13.7111687
0,0,0,136,136,11077,0,F,African American,DBIOL-BS,13.52570037
19,0,3.06,275,136,11277,0,F,Not Available,DMATH-BA,10.95784155
0,0,2.95,450,136,11250,1040,F,Hispanic,DPBHLTH-BS,23.34947363
0,0,0,136,136,11113,0,M,Hispanic,DCOMM-BA,10.95784155
0,0,0,136,136,11252,0,F,African American,DBUND,26.20209262
0,74,2.05,450,136,11256,990,M,Hispanic,DGNBU-BBA,5.009297949
0,0,0,136,136,11005,0,M,Hispanic,DBUND,10.95784155
21,66,3.59,450,136,11009,1100,M,Hispanic,DACCT-BBA,0
0,0,0,136,136,11149,0,M,Hispanic,DCOMM-BA,13.7111687
0,0,0,136,136,10704,0,F,Hispanic,DPSYC-BA,21.19063763
0,0,0,136,136,11191,0,M,Hispanic,DCRJS-BS,16.0399783
0,0,0,136,136,10627,0,F,Hispanic,DCRJS-BS,19.48887532
0,0,0,136,136,10959,0,F,Hispanic,DBIOL-BS,13.7111687
0,0,0,136,136,10781,0,M,Hispanic,DBUND,13.7111687
0,0,0,136,136,11245,0,F,Hispanic,DCDFS-BS,13.7111687
0,0,0,136,136,11133,0,M,Hispanic,DCRJS-BS,754.1394822
0,0,0,136,136,10440,0,F,Hispanic,DHPMGT-BBA,12.61565729
0,0,0,136,136,11313,0,F,Not Available,DCRJS-BS,753.8564543
0,0,3.14,136,136,11208,0,F,Hispanic,DINDE-BS,19.05071384
10,0,0,136,136,11233,0,M,Hispanic,DUNDECIDED,22.49820842
0,0,0,136,136,10995,0,M,African American,DBUND,10.95784155
15,9,3.1,396,136,11224,840,M,Asian,DPBHLTH-BA,19.48887532
14,41,2.99,450,136,11212,810,M,Hispanic,DHPMGT-BBA,13.7111687
0,0,0,136,136,10950,0,M,Hispanic,DLSCM-BS,9.96010621
0,0,0,136,136,11033,0,M,African American,DCRJS-BS,19.48887532
0,0,0,136,136,10599,0,F,Hispanic,DCRJS-BS,10.95784155
0,0,0,136,136,10608,0,F,Hispanic,DHPMGT-BBA,13.7111687
0,0,3.2,450,136,11219,1130,M,Hispanic,DFINA-BBA,13.7111687
15,74,2.32,450,136,10914,830,M,Hispanic,DGNBU-BBA,21.19063763
0,71,3.76,450,136,10958,990,F,Hispanic,DPSYC-BA,66.99836362
20,0,3,450,136,11079,0,M,Hispanic,DGNBU-BBA,13.7111687
18,0,2.61,450,136,10868,0,M,Hispanic,DGNBU-BBA,13.7111687
0,0,0,450,136,10751,1040,F,Asian,DBIOL-BA,14.64597377
21,0,3.29,450,136,11123,1040,M,Hispanic,DFINA-BBA,17.45132952
0,0,2.77,136,136,10976,1120,M,Hispanic,DCOMM-BA,10.94098691
20,0,3.51,450,136,11053,990,M,Hispanic,DFINA-BBA,13.94873732
17,0,3.08,450,136,10940,890,F,Hispanic,DHPMGT-BBA,13.7111687
0,0,0,233,233,10636,0,M,African American,DPBHLTH-BA,18.72099996
21,0,3.1,396,316,11085,1080,F,African American,DGNBU-BBA,13.52570037
21,70,3.36,358,311,11072,1100,M,Hispanic,DLSCM-BS,22.60129595
16,0,0,281,150,11069,850,F,African American,DCRJS-BS,18.72099996
15,31,3.21,319,261,11238,880,M,Hispanic,DCRJS-BS,13.7111687
18,96,3.677,396,155,11169,1060,M,Hispanic,DMATH-BA,23.34947363
18,96,3.6,396,155,11268,1040,F,Hispanic,DMATH-BA,12.61565729
13,59,2.77,450,191,10955,840,F,Hispanic,DCDFS-BS,24.76618552
27,0,0,137,137,11133,0,F,Asian,DBIOL-BA,40.80586567
0,0,0,137,137,10956,0,U,Not Available,DGNBU-BBA,30.60519184
0,0,0,396,137,10955,930,F,Hispanic,DCRJS-BS,30.32475368
0,16,3.09,450,137,11146,1100,M,Hispanic,DPOLS-BA,30.32475368
0,68,3.28,450,137,10684,930,F,Hispanic,DCDFS-BS,33.02714606
0,56,3.33,450,137,11296,860,F,Hispanic,DCRJS-BS,12.61565729
16,0,2.2,256,137,11313,0,F,Hispanic,DPBHLTH-BA,17.55838018
0,0,0,137,137,11034,1040,F,African American,DCOMM-BA,345.8177769
12,0,2.45,261,137,11312,0,M,African American,DACCT-BBA,22.60129595
0,99,3.66,275,137,11030,1030,F,Hispanic,DPBHLTH-BA,11.61455638
0,47,3.83,137,137,10953,1030,F,Hispanic,DINDE-BS,12.61565729
0,0,0,137,137,10953,0,F,Hispanic,DCSIT-BA,554.0374025
16,0,2.93,450,137,11221,0,F,Hispanic,DPSYC-BA,13.94873732
0,49,2.97,450,137,11043,1090,F,Hispanic,DBIOL-BS,34.1995828
0,39,2.95,450,137,11100,1120,M,Hispanic,DCRJS-BS,44.72764867
0,13,3.09,396,137,11110,1040,F,African American,DBIOL-BS,34.1995828
0,46,2.958,396,137,11149,1030,F,Hispanic,DBIOL-BS,34.1995828
0,12,2.489,137,137,10678,0,M,Asian,DCSIT-BA,34.1995828
0,70,3.35,137,137,11220,0,F,Asian,DMATH-BA,34.1995828
0,87,3.68,396,137,11276,1180,M,Hispanic,DACCT-BBA,39.14591558
0,0,0,137,137,11045,0,M,Hispanic,DCRJS-BS,753.8564543
0,54,3.515,275,137,11085,910,M,Hispanic,DLSCM-BS,22.53429534
0,54,3.515,275,137,11085,910,M,Hispanic,DSPAN-MNU,22.53429534
0,0,0,137,137,10995,0,M,Hispanic,DMATH-BA,13.7111687
0,0,0,137,137,10611,0,F,White,DPBHLTH-BS,35.43677286
0,0,0,137,137,11066,0,F,Hispanic,DBIOL-BS,13.7111687
0,0,0,137,137,11003,0,F,Hispanic,DPBHLTH-BA,753.8564543
0,0,0,137,137,10998,0,M,Hispanic,DPSYC-BA,10.95784155
16,36,3.36,137,137,11021,610,M,Hispanic,DGNBU-BBA,19.48887532
0,0,0,137,137,11222,0,M,Hispanic,DCRJS-BS,13.7111687
0,0,0,137,137,10929,0,F,Not Available,DPBHLTH-BA,753.8564543
0,0,0,137,137,11078,0,F,African American,DPSYC-BA,26.20209262
0,0,0,137,137,11224,0,M,Asian,DBIOL-BS,19.48887532
0,0,0,137,137,10983,0,F,Hispanic,DPOLS-BA,12.61565729
0,0,0,137,137,11102,0,M,Hispanic,DACCT-BBA,24.76618552
17,0,1.78,288,137,11232,0,M,Hispanic,DUNDECIDED,13.94873732
15,0,0,137,137,11236,0,M,African American,DCRJS-BS,21.5011663
15,55,3.114,450,137,10921,0,F,African American,DCRJS-BS,194.6836035
0,0,0,137,137,10959,0,F,Hispanic,DCDFS-BS,10.95784155
0,0,0,137,137,11309,0,F,Hispanic,DCRJS-BS,10.95784155
0,0,0,137,137,10828,0,M,Hispanic,DACCT-BBA,13.7111687
0,0,0,137,137,10965,0,F,Hispanic,DHPMGT-BBA,22.49820842
0,61,3.442,450,137,11124,960,F,Hispanic,DMATH-BA,23.61407614
0,0,0,137,137,10996,0,M,Hispanic,DBUND,753.8564543
0,84,3.46,450,137,11283,970,M,Hispanic,DBUND,9.96010621
0,50,3.31,396,137,11287,1160,M,Hispanic,DMATH-BA,30.32475368
0,0,0,137,137,11081,770,F,Hispanic,DUNDECIDED,396.2855472
0,0,0,260,260,11189,860,M,African American,DMATH-BA,0
19,0,2.12,450,152,11138,0,F,Hispanic,DBUND,23.61407614
15,88,3.473,450,138,11136,1040,F,Hispanic,DCOMM-BA,22.49820842
21,91,3.85,275,138,11276,1200,F,Hispanic,DCOMM-BA,26.49675446
0,98,4,450,138,10988,1100,F,Hispanic,DACCT-BBA,401.6464157
19,0,3.88,138,138,11274,0,F,African American,DPOLS-BA,895.5924465
0,0,0,138,138,11255,820,F,Hispanic,DPSYC-BA,276.5632172
0,83,3.587,450,138,11252,890,F,Hispanic,DBUND,15.9239836
13,0,2.45,351,138,11287,790,M,Hispanic,DCRJS-BS,13.6362571
0,0,0,138,138,11155,0,M,Hispanic,DMATH-BA,408.6881663
18,0,2.64,450,138,10972,0,M,African American,DCOMM-BA,14.64597377
19,0,2.85,450,138,11052,0,F,Hispanic,DBIOL-BS,15.41027165
0,1,1.82,138,138,11271,0,M,Hispanic,DUNDECIDED,30.32475368
0,0,3.12,450,138,11118,1080,M,Hispanic,DPBHLTH-BA,5.009297949
0,3,2.55,401,138,10864,840,F,Hispanic,DBUND,22.53429534
0,0,0,138,138,10975,0,F,African American,DSOCI-BA,1771.989733
0,0,0,138,138,11174,1160,M,Hispanic,DBIOL-BS,194.6836035
0,0,0,138,138,11275,0,F,African American,DPSYC-BA,0
19,0,2.76,138,138,11276,0,F,Hispanic,DPBHLTH-BS,732.8927574
15,67,3.81,450,138,11096,870,F,African American,DBUND,11.11464643
0,0,0,138,138,11159,0,M,Hispanic,DCSIT-BA,753.8564543
0,85,3.68,396,138,11149,1160,F,Hispanic,DGNBU-BBA,34.1995828
0,78,3.54,284,138,11004,1230,F,Hispanic,DPBHLTH-BS,30.32475368
0,16,2.813,450,138,11045,940,M,Hispanic,DUNDECIDED,23.34947363
0,77,3.428,138,138,11076,0,F,Hispanic,DPBHLTH-BA,34.1995828
0,0,0,138,138,11283,0,F,Hispanic,DACCT-BBA,753.8564543
0,82,3.531,450,138,11297,1060,F,Hispanic,DCSIT-BA,16.59289334
0,0,0,138,138,11208,0,M,Hispanic,DCOMM-BA,10.20911205
0,0,0,138,138,10617,0,M,Hispanic,DCRJS-BS,13.7111687
23,0,3.68,450,138,11170,0,F,Hispanic,DHSML-BS,10.95784155
16,0,0,138,138,10924,960,F,Hispanic,DUNDECIDED,22.95013916
0,22,3.18,275,138,11159,990,M,Hispanic,DBUND,13.7111687
0,0,0,138,138,11235,0,F,Hispanic,DBUND,393.1398493
0,0,0,138,138,11068,0,F,African American,DHPMGT-BBA,10.20911205
0,0,0,138,138,11064,0,M,Hispanic,DBIOL-BA,732.8927574
17,84,3.51,450,138,11046,1070,M,African American,DBUND,10.95784155
0,0,0,138,138,11010,0,M,African American,DCOMM-BA,19.48887532
0,55,3.31,138,138,11277,0,F,Hispanic,DBUND,393.7471987
0,0,0,138,138,11266,1050,M,Hispanic,DCSIT-BA,406.9849549
0,0,0,138,138,11159,0,M,African American,DMATH-BA,19.48887532
0,85,3.66,138,138,11030,0,F,Hispanic,DBIOL-BS,395.0958677
0,0,0,138,138,11317,0,F,White,DPSYC-BA,24.76618552
0,0,0,138,138,11264,0,F,African American,DBIOL-BS,10.95784155
0,0,0,138,138,11150,1040,F,Hispanic,DPSYC-BA,748.9436073
0,38,3.24,450,138,11153,880,F,African American,DCOMM-BA,9.55652232
0,91,3.495,396,138,11166,1090,F,African American,DCOMM-BA,9.55652232
0,0,0,138,138,11018,0,F,Hispanic,DCRJS-BS,753.8564543
20,30,3.18,450,138,11362,1050,M,Hispanic,DBIOL-BA,5.009297949
17,0,3.02,288,138,11106,0,F,Hispanic,DBIOL-BA,15.41027165
0,0,0,138,138,10454,0,M,Hispanic,DCOMM-BA,397.9152834
0,90,3.72,450,138,10966,990,F,Hispanic,DPSYC-BA,282.7331861
16,0,2.883,442,305,11456,0,F,African American,DGNBU-BBA,56.56959986
17,91,3.55,450,192,11065,950,F,Hispanic,DCDFS-BS,16.3561459
0,26,3.33,450,194,11081,1150,M,Hispanic,DCOMM-BA,12.61565729
0,0,0,326,141,11183,970,F,Hispanic,DCOMM-BA,34.1995828
0,0,0,141,141,10978,0,M,Hispanic,DPSYC-BA,753.8564543
0,80,3.495,450,141,10990,940,F,Hispanic,DBIOL-BS,10.95784155
21,16,2.23,141,141,11140,1060,F,Hispanic,DBIOL-BS,1943.363044
0,0,0,243,141,11253,1220,F,African American,DBIOL-BS,31.20421111
0,82,3.67,396,141,11072,970,F,White,DINDE-BS,15.9239836
0,0,0,141,141,11278,1080,F,Hispanic,DPBHLTH-BA,295.2959999
0,91,3.79,450,141,11237,1000,F,Hispanic,DCOMM-BA,405.0958882
0,0,0,141,141,11044,0,F,Hispanic,DCSIT-BA,14.64597377
0,0,0,141,141,11224,890,F,African American,DCDFS-BS,1068.632455
0,0,0,141,141,11230,1160,F,Hispanic,DBIOL-BA,399.7638568
16,0,2.49,141,141,10868,920,M,Hispanic,DCRJS-BS,29.7106165
0,30,0,450,141,10974,840,F,Hispanic,DINDE-BS,23.61407614
0,0,0,141,141,11114,0,M,African American,DACCT-BBA,14.64597377
0,0,0,141,141,11307,900,F,Hispanic,DBIOL-BS,328.593425
0,0,0,141,141,10986,0,M,Hispanic,DMATH-BA,753.8564543
0,78,3.32,450,141,11005,1020,M,Hispanic,DBIOL-BA,12.61565729
0,88,3.7,141,141,10962,0,F,Hispanic,DPOLS-BA,398.3286829
18,0,1.53,263,141,11245,0,F,Hispanic,DCRJS-BS,15.41027165
18,0,3.14,141,141,10988,0,F,Hispanic,DBUND,15.41027165
0,51,3.483,141,141,11269,950,F,Hispanic,DPBHLTH-BA,23.61407614
0,0,0,141,141,10964,0,M,Hispanic,DBUND,753.8564543
0,0,0,141,141,11225,0,M,Hispanic,DFINA-BBA,753.8564543
0,0,0,141,141,10908,980,F,Hispanic,DUNDECIDED,8.039662853
0,0,0,141,141,10704,1080,F,Hispanic,DPOLS-BA,11.59583235
0,0,0,141,141,11045,0,F,Hispanic,DBIOL-BS,710.8028384
0,29,2.76,141,141,11073,0,F,Hispanic,DUNDECIDED,34.1995828
0,70,3.5,275,141,11091,870,F,Hispanic,DCRJS-BS,5.009297949
0,0,0,141,141,11009,980,F,African American,DCDFS-BS,378.7692524
0,63,3.74,450,141,10967,1190,F,White,DACCT-BBA,81.1527712
0,0,0,141,141,11019,0,F,White,DCOMM-BA,46.27341401
18,95,3.76,304,304,11313,1040,F,Hispanic,DBIOL-BA,40.965029
0,0,0,190,190,11156,0,M,Hispanic,DACCT-BBA,9.032902135
0,78,3.54,396,151,11230,1150,F,Hispanic,DUNDECIDED,8.039662853
19,8,3.24,319,194,11021,1010,F,Hispanic,DCRJS-BS,15.9239836
16,69,3.35,239,239,11226,720,F,African American,DBIOL-BA,10.95784155
19,0,2.88,395,311,11134,0,F,Hispanic,DCDFS-BS,19.48887532
0,0,0,275,142,11089,1080,F,Hispanic,DCDFS-BS,30.32475368
0,0,0,267,267,11172,1070,M,African American,DBIOL-BS,379.2175154
0,0,0,142,142,11365,0,F,African American,DCRJS-BS,282.3946869
0,61,3.84,275,142,11274,1200,F,Hispanic,DPSYC-BA,9.55652232
0,97,4.273,450,142,10971,1200,F,Hispanic,DGNBU-BBA,22.53429534
23,0,0,142,142,11191,0,M,White,DBIOL-BS,55.5262415
0,74,3.294,450,142,11119,1080,F,Hispanic,DCRJS-BS,34.1995828
0,92,3.576,450,142,11144,1200,F,Hispanic,DCRJS-BS,35.43677286
0,63,3.22,302,142,10957,1020,F,Hispanic,DBIOL-BS,34.1995828
0,43,2.891,396,142,11024,1050,M,Hispanic,DBIOL-BA,30.00625461
0,51,3.06,450,142,11135,900,F,Hispanic,DUNDECIDED,34.1995828
0,21,3.17,324,142,11179,890,M,Hispanic,DACCT-BBA,22.95013916
21,17,2.568,358,142,10989,1070,F,Hispanic,DCOMM-BA,34.1995828
0,0,0,142,142,11056,0,F,African American,DCOMM-BA,325.802158
0,36,3.59,450,142,11081,950,F,Asian,DUNDECIDED,22.53429534
0,99,3.94,358,142,11079,1410,F,Hispanic,DINDE-BS,30.32475368
0,94,4,142,142,10983,0,M,Asian,DBIOL-BS,47.11494575
0,96,3.95,396,142,11089,1170,F,Hispanic,DBIOL-BA,39.14591558
0,98,4,450,142,11026,1420,M,Hispanic,DBUND,30.32475368
19,61,3.24,450,149,10763,1010,F,Hispanic,DBIOL-BS,39.14591558
14,64,3.453,450,158,11271,0,M,Hispanic,DCRJS-BS,12.61565729
15,0,0,221,221,10963,0,M,Hispanic,DHROB-BBA,24.76618552
18,44,3.3,450,155,11055,910,M,Hispanic,DCOMM-BA,12.61565729
13,45,3.17,396,214,10858,620,F,African American,DCDFS-BS,0
19,0,2.41,396,152,11047,0,M,African American,DGNBU-BBA,35.32540947
22,91,3.105,275,235,11004,1170,F,Hispanic,DFINA-BBA,15.9239836
17,32,3.54,165,165,10843,860,F,Hispanic,DPBHLTH-BA,10.20911205
